274615,263666,304679,295062
275000,263942,304700,295181
275083,263964,304942,296000
275101,264000,305000,296083
275387,264344,305285,296277
275636,264484,305500,296513
275638,264666,305777,296666
275736,265200,305981,297000
275774,265294,306111,297066
276000,265600,306454,297147
276200,265857,306470,297187
276937,265975,306777,297333
277041,266086,306793,297437
277200,266125,306823,297461
277285,266166,307142,297666
277400,266400,307285,297687
277555,266600,307500,298272
277555,266714,308128,298295
277666,266760,308146,298606
277833,266829,308708,298666
278200,267200,309200,299093
278285,267285,309500,300042
278428,267551,309666,300347
278714,267739,309680,301526
278769,268071,310000,302000
279205,268500,310230,302285
279368,268833,310250,303050
279411,269166,310250,303071
279642,269555,310375,303105
279793,269684,310400,303384
279903,269833,310666,303423
279916,270285,310866,303722
280111,270333,310980,303733
280333,270400,311000,303750
280454,270666,311000,303888
280600,270800,311647,304200
280625,271000,311666,304222
280787,271111,311833,304285
280789,271538,312000,304758
280947,271666,312393,304866
281066,271714,312636,305100
281111,271823,312950,305114
281909,272113,313000,305400
282500,272272,313050,305760
282923,272391,313076,306500
282961,272489,313357,306653
283111,272555,313380,306727
283200,273000,313555,306750
283214,273000,313615,307405
283428,273333,314000,307600
283461,273388,314229,307842
283555,273888,314240,308000
283650,274000,314384,308125
283750,274066,314384,308181
283785,274076,314933,308333
283800,274076,315250,308428
283937,274105,315500,308833
283956,274612,315533,309750
283962,274625,315933,309758
284000,275333,316000,309918
284052,275363,316050,310454
284080,275387,316071,311333
284090,275454,316647,311434
284300,275656,316666,311454
284363,275824,316833,312055
284375,275833,316904,312073
284400,275888,316937,312181
284500,275941,317250,312200
284625,276000,317285,312583
284830,276400,317312,313416
284892,276588,317500,313466
285000,276800,317578,313600
285235,277000,318052,313666
285250,277090,318066,313789
285833,277344,318487,313800
286000,277500,318533,313857
286350,278000,318704,314633
286666,278714,318750,315090
286850,279200,318809,315266
286944,279263,319034,315333
287090,279289,319166,315363
287111,279571,319645,315500
287200,279575,320200,315937
287214,279611,320400,316000
287375,280133,320600,316250
287469,280642,320666,316400
287500,280714,320900,316461
287571,280750,321352,316500
287666,280750,321538,316541
287840,280800,321538,316714
288000,281200,321555,318000
288162,281363,321833,318723
288333,281449,322333,319181
288360,281875,322333,319600
288461,282285,322400,319833
288800,282300,322486,319888
289000,282829,322735,320045
289437,282857,323000,320250
289685,282911,323200,320800
289733,283000,324500,321400
290068,283066,324705,321555
290097,283142,324833,322333
