FALSE,223700,134318,167971,194727
FALSE,223714,134666,168050,194750
FALSE,223800,134909,168181,194781
FALSE,224000,135133,168333,194800
FALSE,224200,135375,168535,194833
FALSE,224250,135727,168600,195042
FALSE,224500,135888,168600,195074
FALSE,224571,136235,168605,195133
FALSE,224588,136260,168676,195166
FALSE,224600,136307,168740,195184
FALSE,224741,136375,168827,195348
FALSE,224785,136500,168850,195428
FALSE,224791,136666,168875,195500
FALSE,225033,137000,169014,195500
FALSE,225227,137000,169083,195526
FALSE,225234,137142,169191,195666
FALSE,225250,137250,169258,195789
FALSE,225454,137400,169304,195833
FALSE,225571,137545,169339,196000
FALSE,226000,137714,169492,196250
FALSE,226000,137875,169518,196357
FALSE,226250,138388,169560,196363
FALSE,226400,138514,169636,196428
FALSE,226700,138555,169650,196544
FALSE,227500,138666,169714,196545
FALSE,228100,138833,169812,196640
FALSE,228975,139000,169833,196866
FALSE,229076,139100,169933,196882
FALSE,229176,139111,170016,197000
FALSE,229285,139263,170043,197115
FALSE,229363,139300,170045,197166
FALSE,229375,139400,170080,197357
FALSE,229523,139600,170238,197538
FALSE,229571,140076,170316,197600
FALSE,229583,140166,170333,197741
FALSE,229615,140900,170611,197838
FALSE,229888,140923,170709,197841
FALSE,230333,141090,170774,197928
FALSE,230428,141166,170788,197937
FALSE,230526,141600,170800,198000
FALSE,230555,141666,170958,198129
FALSE,230809,141708,171266,198210
FALSE,230857,141875,171282,198264
FALSE,230888,141923,171333,198270
FALSE,230900,142000,171562,198285
FALSE,231000,142222,171600,198333
FALSE,231526,142545,171666,198350
FALSE,231833,142782,171721,198485
FALSE,231833,142800,171800,198500
FALSE,231857,143040,171857,198625
FALSE,231909,143125,171909,198750
FALSE,231950,143363,171976,198750
FALSE,233166,143500,172043,198803
FALSE,233571,144375,172086,198857
FALSE,233714,144833,172103,198882
FALSE,234000,145100,172125,198900
FALSE,234115,145636,172133,198930
FALSE,234200,145640,172150,198950
FALSE,234302,145681,172263,199022
FALSE,234500,146000,172353,199080
FALSE,234500,146000,172364,199153
FALSE,234600,146285,172375,199166
FALSE,235250,146571,172444,199166
FALSE,235578,146615,172446,199333
FALSE,235692,147200,173000,199615
FALSE,235750,147400,173117,199619
FALSE,235785,147571,173211,199650
FALSE,236000,147714,173333,199666
FALSE,236022,148117,173379,199750
FALSE,236142,148200,173615,199888
FALSE,236200,148647,173620,199888
FALSE,236227,148727,173666,199916
FALSE,236690,149000,173714,199968
FALSE,237444,149250,173750,200037
FALSE,237625,149454,173777,200166
FALSE,237800,149800,173852,200217
FALSE,237800,150000,173892,200352
FALSE,238090,150090,173952,200389
FALSE,238285,150166,174000,200523
FALSE,238333,150575,174014,200571
FALSE,238571,150636,174043,200575
FALSE,238800,150666,174049,200619
FALSE,239000,150833,174250,200647
FALSE,239142,150890,174284,200690
FALSE,239166,151400,174345,200724
FALSE,239285,151428,174500,200937
FALSE,239333,151500,174565,201000
FALSE,239600,151600,174571,201263
FALSE,239800,151692,174611,201272
FALSE,239800,151750,174666,201275
FALSE,240000,151800,174764,201333
FALSE,240111,151875,175050,201400
FALSE,240611,152250,175250,201538
FALSE,240727,152300,175250,201557
FALSE,240764,152615,175284,201837
FALSE,240780,152722,175333,201875
FALSE,240833,153000,175333,201882
FALSE,241071,153125,175375,201909
FALSE,241100,153153,175382,201941
FALSE,241272,153333,175583,201965
FALSE,241363,153777,175666,202000
FALSE,241571,153793,175684,202125
FALSE,241578,154400,175689,202125
FALSE,241710,154428,175800,202200
FALSE,241882,154571,176000,202209
FALSE,242000,154600,176000,202210
FALSE,242653,154909,176100,202268
FALSE,242741,155428,176166,202333
FALSE,242900,155450,176166,202352
FALSE,243045,155900,176272,202514
FALSE,243588,156200,176275,202571
FALSE,243750,156333,176454,202571
FALSE,243777,156600,176600,202721
FALSE,243928,156666,176625,202777
FALSE,244066,156857,176666,202833
FALSE,244142,157000,176734,203000
FALSE,244200,157333,176800,203000
FALSE,244500,157600,176881,203040
FALSE,244588,158000,176901,203230
FALSE,244600,158312,177154,203266
FALSE,244833,158416,177461,203448
FALSE,245200,158625,177567,203545
FALSE,245363,158714,177666,203600
FALSE,245400,159166,177714,203642
FALSE,245500,159700,177809,203961
FALSE,245766,159923,177833,204000
FALSE,246300,160000,178000,204000
FALSE,247166,160583,178000,204030
FALSE,247461,160600,178076,204142
FALSE,247555,160925,178193,204166
FALSE,247666,162000,178280,204181
FALSE,247666,162100,178281,204210
FALSE,247920,162289,178482,204222
FALSE,248000,162375,178517,204235
FALSE,248100,162625,178580,204285
FALSE,248285,162714,178633,204571
FALSE,248583,163090,178638,204678
FALSE,248657,164333,178694,204687
FALSE,248714,164571,178833,204800
FALSE,248800,164800,178902,204818
FALSE,248913,164833,179125,204913
FALSE,249153,165142,179200,204926
FALSE,250166,165142,179333,205000
FALSE,250300,165294,179333,205000
FALSE,251629,165600,179363,205212
FALSE,251714,165666,179400,205285
FALSE,251750,166200,179406,205313
FALSE,251750,167200,179441,205418
FALSE,252285,167250,179500,205692
FALSE,252457,167777,179562,205789
FALSE,252857,167968,179636,205802
FALSE,253000,168800,179677,205833
FALSE,253200,169000,179803,205833
FALSE,253250,169571,179936,205857
FALSE,253285,169727,179965,205865
FALSE,253750,170600,180037,206049
FALSE,254500,170777,180210,206101
FALSE,254555,171000,180285,206166
FALSE,254571,171348,180326,206375
FALSE,254714,172600,180400,206531
FALSE,254818,173145,180403,206600
FALSE,254838,173250,180520,206604
FALSE,254944,173800,180600,206625
FALSE,255090,173833,180612,206657
FALSE,255400,173857,180767,206800
FALSE,255880,174117,180974,206840
FALSE,256200,174285,181000,206869
FALSE,256285,174555,181040,207142
FALSE,256750,174600,181073,207200
FALSE,257714,175333,181111,207333
FALSE,257727,175666,181373,207375
FALSE,257800,175727,181391,207533
FALSE,257888,176000,181400,207543
FALSE,258133,176105,181571,207666
FALSE,258142,176142,181657,207684
FALSE,258200,176428,181714,207708
FALSE,258800,176454,181900,207903
FALSE,258850,176800,181928,208000
FALSE,259200,177041,182076,208036
FALSE,259267,177416,182090,208051
FALSE,259361,177555,182130,208111
FALSE,259750,177966,182294,208300
FALSE,259800,178600,182380,208325
FALSE,259846,179789,182448,208325
FALSE,260333,181038,182520,208400
FALSE,260909,181200,182600,208466
FALSE,261000,181758,182620,208527
FALSE,261090,182571,182636,208571
FALSE,261333,182714,183000,208608
FALSE,261428,185000,183117,208611
FALSE,261500,185200,183166,208833
FALSE,261810,185727,183230,208844
FALSE,262333,186666,183288,208980
FALSE,262400,187933,183333,209142
FALSE,262400,188470,183333,209400
FALSE,263142,189071,183454,209655
FALSE,263777,189083,183474,209763
FALSE,263800,190583,183515,209857
FALSE,263833,190714,183800,210074
FALSE,264750,193857,183817,210217
FALSE,264750,194222,183833,210272
FALSE,265294,194428,183916,210291
FALSE,265833,196500,184050,210428
FALSE,265857,197142,184076,210475
FALSE,266500,197285,184116,210645
FALSE,266777,197800,184166,210710
FALSE,266777,198428,184203,210745
FALSE,266857,198444,184263,210794
FALSE,267166,198600,184342,210796
FALSE,267166,199166,184800,210857
FALSE,267200,200200,184933,211000
FALSE,267619,203200,184958,211060
FALSE,268000,204600,185088,211272
FALSE,268285,204875,185090,211320
FALSE,268285,206600,185112,211354
FALSE,268500,207600,185187,211666
FALSE,268848,209666,185468,211750
FALSE,269875,210000,185500,211785
FALSE,270461,213098,185696,211896
FALSE,270666,215000,185759,212023
FALSE,271300,216400,185781,212036
FALSE,271833,218250,185897,212100
FALSE,272272,222285,186052,212133
FALSE,272333,222600,186090,212200
FALSE,272333,225090,186109,212285
FALSE,272666,226800,186333,212476
FALSE,272714,230428,186666,212500
FALSE,273000,230714,186692,212588
FALSE,273090,230800,186703,212600
FALSE,273166,232800,186833,212875
FALSE,273777,234714,186833,213119
FALSE,273800,237400,187060,213236
FALSE,274230,238666,187142,213298
FALSE,274370,240400,187173,213333
FALSE,274428,240900,187200,213400
FALSE,275117,244375,187370,213437
FALSE,276000,249600,187384,213533
FALSE,276222,254800,187400,213710
FALSE,276444,258857,187500,213718
FALSE,278300,262648,187528,213750
FALSE,278705,265200,187604,213800
FALSE,278833,282500,187750,214000
FALSE,278894,289375,187934,214056
FALSE,279089,298142,188000,214075
FALSE,279142,299357,188000,214225
FALSE,279227,299600,188125,214230
FALSE,279240,306500,188149,214285
FALSE,279580,325250,188326,214323
FALSE,279600,350333,188333,214344
FALSE,279606,376818,188400,214346
FALSE,279625,FALSE,188444,214400
FALSE,280333,FALSE,188588,214678
FALSE,280416,FALSE,188714,214800
FALSE,280454,FALSE,188750,214975
FALSE,280800,FALSE,189000,215061
FALSE,280833,FALSE,189000,215285
